ID,Object Name,Family,Material,Volume (m³),Emission Factor (kg CO₂/m³),Total Carbon Footprint (kg CO₂)
700a97a9b8f1a327255ecf2a869a5fa1,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c0,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,0.7026270156731013,471.3372948678416,331.1743168684241
81a63d3f157ae5fde225ede0bd014f56,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c0,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.32394586287640265,315.57942743859695,102.23064992763739
340b1e1801770a2cf98a20b7d54ddbe7,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c7,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.15353496777735012,74.17480640226975,11.38842651086367
e9f6699c5ade7949d285c24f33b92fe8,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c7,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.2091342815609605,170.90434094461494,35.741956559101496
7adde229bc145859bd6d1473fdeb6754,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c7,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.1904707758057298,367.5880238950917,70.01477608819326
916ce10f0a279263657c80bc1900c9e7,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c7,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.25955837183937247,212.56538524394,55.17312530332604
564090a6a5bcef88a119c6fc9c17fbb8,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c7,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,0.620021906525453,471.3372948678416,292.23944818050876
79aa9b5c69a7de70a764f1353764d009,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7c7,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.23733859780003969,315.57942743859695,74.89917880281597
8d5cecf606313ac3d42514a1808c16db,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7ce,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.03038939256076692,74.17480640226975,2.254127309877463
186575701745ad7c3fe721926b578987,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7ce,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.04485468391231174,170.90434094461494,7.66586019231266
476d3b91ae4e11f253a5944bb1b56494,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7ce,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.032778522541116795,367.5880238950917,12.048992327089842
9b5d5b45074819304af6d2a749cfafdf,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7ce,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.48318497599846777,212.56538524394,102.7084005671982
a80e0e96369a27d1d7f2f3601b723b60,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7ce,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,0.6200219065254202,471.3372948678416,292.2394481804933
4155e007c86027d81ae791d58a0dcceb,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7ce,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.04306607371475287,315.57942743859695,13.59076688493012
555b2dea16bab16a057ce07b14f28eec,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7d4,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.13731578411993461,74.17480640226975,10.185371703072017
b0aa3f98856172452f0feb12944175f9,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7d4,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.2027311980466964,170.90434094461494,34.647641791082854
4a880085b6d3910ee4a165fd6f49a26b,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7d4,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.1762867502095042,367.5880238950917,64.8008981483993
9ec74f1799e9ebddd7e20407b8d9f1d8,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7d4,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.1821647305632262,212.56538524394,38.72191613003071
e70eb6bbb9b8914d8426638d09e618e5,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7d4,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,1.281111004303373,471.3372948678416,603.8353951937756
651c8b92c74cf638e538b57e831f76af,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7d4,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.21372120930400193,315.57942743859695,67.44601686364147
700e6e2490fe7ca5495d8d07400f9877,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 9,0.41474237687125776,255.27036251653064,105.87143689489353
6d8c44366ae100f10382e599ca48bce5,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 7,0.1797784747997663,245.7192520814139,44.175032368135895
0b987ace194373ce364ee82f089e0bae,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 8,0.31804806472433106,360.71824464452214,114.72573961994806
52c8f70e2e7094184a758a8edfbcc1e5,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 3,0.3112338209499858,74.17480640226975,23.085708414803886
8071cbb6c753949ac4aac1050b81b96e,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 2,0.12440269681505524,170.90434094461494,21.260960910909763
31b1aa8463f66fbc0eb30669000505c7,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 4,0.2463252437501994,416.3981036041436,102.56936436741147
1e51b4ea40dbfc10600b76358f8733ba,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 6,0.41792937303314204,246.66190052447024,103.0872534373551
e336e79c74f33ae2776e14c27e46a402,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 5,0.396117243755363,467.36762927393835,185.13237712847078
e1db9914ebbfc9dc7d32d6475d109668,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Glass,0.2976732293888419,315.57942743859695,93.93954729432885
27f8d6f8e9c9925083c68063456cb2f5,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7db,FacadeWindow_AdaptiveFamily_Detailed,Glass 3,0.30741311235688795,490.0663976352818,150.65283655859022
1b10113a09e5c680a7fcda519107b39f,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 9,0.5443578539504095,255.27036251653064,138.95842671664167
436ccaa06bc621a23ca3bbaa67596f65,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 7,0.33701441057350073,245.7192520814139,82.81092890677915
044d22585aedd73149b9ff5f447d0623,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 8,0.392849073105046,360.71824464452214,141.70782806067976
b4f0bdf58027f6707309a21348fbca4f,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 3,0.4660776812263884,74.17480640226975,34.571221773386156
5638760997ad39036fe4b77b1f0c9429,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 2,0.11101066813413844,170.90434094461494,18.972205075286297
92583a5fb36b913d5504a135b82f7195,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 4,0.13714591453678124,416.3981036041436,57.10729873017166
390b0f1003f742c0d63b0595469d3995,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 6,0.3219139473628898,246.66190052447024,79.40390606186467
6d21320066f27fc7185a25889894c25f,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 5,0.30970097160628796,467.36762927393835,144.7442088834661
c9734d2dca64a5d515d1ea0aa3a87e7c,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Glass,0.42484222930536614,315.57942743859695,134.07146747592455
3bb9e480b0e3f3c24fbd599ca26cf5b9,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e2,FacadeWindow_AdaptiveFamily_Detailed,Glass 3,0.17471361731806648,490.0663976352818,85.62127305689403
a36d30bff6ebf56945a6a0629a718f8f,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e9,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.22120192607080966,74.17480640226975,16.407610042111493
d2be3b6d1828c2c4ce8039fb89998f53,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e9,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.35129643367653973,170.90434094461494,60.038085473682656
1c59e064a32e179a266233e7a2c80222,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e9,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.3381564733978195,367.5880238950917,124.30226982363762
0791f9b38f6e68c6e77c618dbc923d46,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e9,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.15408760909984834,212.56538524394,32.753691989626894
c8afc037af3bb6f9ff83cfec3bed0a74,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e9,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,0.40394575790876097,471.3372948678416,190.39470080605543
d4bff31303ab35192343d2ec8ecf692c,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7e9,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.40449086328666306,315.57942743859695,127.64899504014892
c1603c83ac30a9edb52d34cbafa78ffd,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f0,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.22120192607085332,74.17480640226975,16.40761004211473
7687534dc1fba6564a2c23a019923dfb,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f0,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.3512964336764101,170.90434094461494,60.0380854736605
7d810ee6b2cf39ad7740335bfc0b2fbb,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f0,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.3381564733977899,367.5880238950917,124.30226982362673
b94910de0e7858523d2afa648753ac74,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f0,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.15408760910003158,212.56538524394,32.753691989665846
fecfd883f47d112e5753b0a83a2578ba,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f0,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,0.4039457579087706,471.3372948678416,190.39470080605994
cc2d4517427b8b6c98d81d5321836d34,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f0,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.40449086328685147,315.57942743859695,127.64899504020838
9832c3e2aa0c7fa7092bb8ba4c42f03a,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 9,0.38631902122565187,255.27036251653064,98.61579659530345
ccea550efa880c2357140e6b299e53de,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 7,0.2513158833818393,245.7192520814139,61.75315090076539
2ba3792ab458a9177311bd63f785b485,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 8,0.2605484009326735,360.71824464452214,93.98456182937116
9efecdcba2fa7918cce05da629d10406,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 3,0.694506029417339,74.17480640226975,51.51485027724018
e610738e91468fcf258a0f5f7fb4c6ee,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 2,0.3926798514546657,170.90434094461494,67.11069121508893
0fd79fb4d736df7a9b79e214e2dfd7fe,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 4,0.12434540036425076,416.3981036041436,51.777188903572004
c00a225742b3e9955f789d22c85b99c6,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 6,0.07722945949142494,246.66190052447024,19.049565254632462
52b46fad70fb711bb5cae772cf0ecfd3,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 5,0.13369273730719802,467.36762927393835,62.483657686408556
5ecd931ab4f707c8f7ed00327fcf3331,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Glass,0.48671479492422365,315.57942743859695,153.59717630808063
9f369cf28dce549c83bc6227bad3fcf4,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7f7,FacadeWindow_AdaptiveFamily_Detailed,Glass 3,0.11084960330841065,490.0663976352818,54.323665772652824
996f004e2469f9e172fb5c6b20fad6ff,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7fd,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.2061993926940858,74.17480640226975,15.29480003334941
ca835fb352ea4e336deee84d45af8e72,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7fd,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.20546498318879722,170.90434094461494,35.114857539077775
4f360fc9ce6ae79e0dc2aec4ea044012,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7fd,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.07522809847819308,367.5880238950917,27.652948060984347
6f0aa7608b7751970e09f85746fe744b,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7fd,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.09940647817472893,212.56538524394,21.13037632895457
4b010075e9e311c9acd9bd35a2e987fe,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7fd,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,2.61239903365576,471.3372948678416,1231.3210936386693
8cc10d0359f461dde7cb36f2523ec37e,0ae714b3-2150-492d-a3e1-214fdd462517-000dd7fd,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.1138327720073841,315.57942743859695,35.923281013838626
5179fe1640a2ad028f63bf88fcbd12b2,0ae714b3-2150-492d-a3e1-214fdd462517-000dd804,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.20619939269410892,74.17480640226975,15.294800033351125
90c36429d68eb23a62f1c5d0e203144e,0ae714b3-2150-492d-a3e1-214fdd462517-000dd804,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.20546498318882464,170.90434094461494,35.114857539082465
90f33030b3e40e1145f5ef6e580a8a36,0ae714b3-2150-492d-a3e1-214fdd462517-000dd804,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.0752280984782067,367.5880238950917,27.652948060989356
4ee2e0d2129326d7c698c3c0379ebfcc,0ae714b3-2150-492d-a3e1-214fdd462517-000dd804,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.0994064781747285,212.56538524394,21.130376328954476
8f17e9afebd6d086c8d038ed293d3939,0ae714b3-2150-492d-a3e1-214fdd462517-000dd804,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,2.6123990336557865,471.3372948678416,1231.321093638682
7446d4577519e1fc6eeaca8d85e02fdb,0ae714b3-2150-492d-a3e1-214fdd462517-000dd804,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.11383277200757892,315.57942743859695,35.9232810139001
c2ad58bafccb675db256f94ad48c579d,0ae714b3-2150-492d-a3e1-214fdd462517-000dd80b,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.1835293034280917,74.17480640226975,13.613250550922125
488fc2589d4c58c29a71c9d5ad64528b,0ae714b3-2150-492d-a3e1-214fdd462517-000dd80b,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 2,0.2809665573588423,170.90434094461494,48.0184043128903
cf5a627862adc90d4ac4a9ac799de023,0ae714b3-2150-492d-a3e1-214fdd462517-000dd80b,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 1,0.2576932948714985,367.5880238950917,94.72496903282929
1efd9b5fa0ada9801f7b4ea53d0e8e33,0ae714b3-2150-492d-a3e1-214fdd462517-000dd80b,FacadeWindow1_AdaptiveFamily_Detailed,GEN_Copper,0.1674964890582925,212.56538524394,35.60395572368333
92da076b3111a51859a566caac95b218,0ae714b3-2150-492d-a3e1-214fdd462517-000dd80b,FacadeWindow1_AdaptiveFamily_Detailed,GEN_StainlessSteel,0.8153392517262935,471.3372948678416,384.29979730824135
1c3129c06cf069e8f2f1c84d614e691f,0ae714b3-2150-492d-a3e1-214fdd462517-000dd80b,FacadeWindow1_AdaptiveFamily_Detailed,Glass,0.3102505710709875,315.57942743859695,97.90869758107998
893ef9b477c9e211362c6a17c8af77de,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 9,0.5120650224916355,255.27036251653064,130.71502392347523
e264c67ab5627262330c6bcad2ff77e0,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 7,0.39272905865948077,245.7192520814139,96.50109056444535
2a2e139cdfad367dbf0c2c9cd0601079,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 8,0.19737180158764772,360.71824464452214,71.19560981102319
b149326b90699533d854df623227353d,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 3,0.5717310415767242,74.17480640226975,42.40803932312156
6e53450c1010b9a7aa195cb80d818f7d,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 2,0.21615446240319813,170.90434094461494,36.94173593925613
cec54babb990476727e75a09357894a3,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 4,0.24302253948489844,416.3981036041436,101.19412457457481
48382c19d808b88b2641b6230d4ca346,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 6,0.1217446887260783,246.66190052447024,30.029776299934518
e2a94f1a68a1f2d0e4cc7a096a5a1c0c,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 5,0.23107595761003058,467.36762927393835,107.99742249040507
a6bc50bbbc5143fe3005da1f4d04ec2b,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Glass,0.4643015311939498,315.57942743859695,146.52401137305054
6af57c729b5c174f0bfed7cb69e8ef3a,0ae714b3-2150-492d-a3e1-214fdd462517-000dd811,FacadeWindow_AdaptiveFamily_Detailed,Glass 3,0.13458775486511232,490.0663976352818,65.95693619256596
022de15da1a99402082751391c1f286c,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 9,0.5120650224916078,255.27036251653064,130.71502392346812
d10987a67e79b01f49123b9750379d5c,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 7,0.39272905865954993,245.7192520814139,96.50109056446234
d1061cf7d88e12a0c533f03421365d60,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 8,0.19737180158764117,360.71824464452214,71.19560981102083
42a94bb28172f3c970d91b46ed116be2,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 3,0.5717310415767598,74.17480640226975,42.4080393231242
91d7067c9534cd2b72880a894e91115b,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 2,0.21615446240320776,170.90434094461494,36.941735939257775
db34ebd1185c38c08536fc3117da698d,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 4,0.24302253948487856,416.3981036041436,101.19412457456654
79660fb28d798fb00f2dbef9fbd7d0ee,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 6,0.12174468872607842,246.66190052447024,30.02977629993455
4d5c1663c8ff5d0e18a253d3ea4b8505,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Aluminum frame 5,0.2310759576100045,467.36762927393835,107.99742249039286
3b37ec099160a6355201d74a4ac3ade4,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Glass,0.4643015311936289,315.57942743859695,146.52401137294927
3b3e4ef40ac44922b36ba92939d4666c,0ae714b3-2150-492d-a3e1-214fdd462517-000dd818,FacadeWindow_AdaptiveFamily_Detailed,Glass 3,0.13458775486511193,490.0663976352818,65.95693619256578
58e8453f5a95b5cb05a77733d219d91f,0ae714b3-2150-492d-a3e1-214fdd462517-000dd81f,FacadeWindow1_AdaptiveFamily_Detailed,Aluminum frame 3,0.1835293034280726,74.17480640226975,13.613250550920709
